,term,crn,location,day,start,end
0,Winter2018,11801,DSB 109,R,2018-01-04T08:30:00,2018-01-04T16:30:00
1,Winter2018,11801,DSB 109,F,2018-01-05T08:30:00,2018-01-05T16:30:00
2,Winter2018,11801,DSB 109,M,2018-01-08T08:30:00,2018-01-08T16:30:00
3,Winter2018,11801,DSB 109,T,2018-01-09T08:30:00,2018-01-09T16:30:00
4,Winter2018,11801,DSB 109,W,2018-01-10T08:30:00,2018-01-10T16:30:00
5,Winter2018,11809,DMH 350,R,2018-01-04T08:30:00,2018-01-04T16:30:00
6,Winter2018,11809,DMH 350,F,2018-01-05T08:30:00,2018-01-05T16:30:00
7,Winter2018,11809,DMH 350,M,2018-01-08T08:30:00,2018-01-08T16:30:00
8,Winter2018,11809,DMH 350,T,2018-01-09T08:30:00,2018-01-09T16:30:00
9,Winter2018,11809,DMH 350,W,2018-01-10T08:30:00,2018-01-10T16:30:00
10,Winter2018,11803,DSB 114,F,2018-01-05T18:00:00,2018-01-05T22:00:00
11,Winter2018,11803,DSB 114,M,2018-01-08T18:00:00,2018-01-08T22:00:00
12,Winter2018,11803,DSB 114,T,2018-01-09T18:00:00,2018-01-09T22:00:00
13,Winter2018,11803,DSB 114,W,2018-01-10T18:00:00,2018-01-10T22:00:00
14,Winter2018,11803,DSB 114,R,2018-01-11T18:00:00,2018-01-11T22:00:00
15,Winter2018,11803,DSB 114,F,2018-01-12T18:00:00,2018-01-12T22:00:00
16,Winter2018,11803,DSB 114,F,2018-01-05T08:30:00,2018-01-05T16:30:00
17,Winter2018,11803,DSB 114,M,2018-01-08T08:30:00,2018-01-08T16:30:00
18,Winter2018,11803,DSB 114,T,2018-01-09T08:30:00,2018-01-09T16:30:00
19,Winter2018,11803,DSB 114,W,2018-01-10T08:30:00,2018-01-10T16:30:00
20,Winter2018,11803,DSB 114,R,2018-01-11T08:30:00,2018-01-11T16:30:00
21,Winter2018,11803,DSB 114,F,2018-01-12T08:30:00,2018-01-12T16:30:00
22,Winter2018,11803,DSB 114,S,2018-01-06T08:30:00,2018-01-06T16:30:00
23,Winter2018,11803,DSB 114,S,2018-01-13T08:30:00,2018-01-13T16:30:00
24,Winter2018,11834,DSB 106,T,2018-01-02T18:30:00,2018-01-02T21:30:00
25,Winter2018,11834,DSB 106,W,2018-01-03T18:30:00,2018-01-03T21:30:00
26,Winter2018,11834,DSB 106,R,2018-01-04T18:30:00,2018-01-04T21:30:00
27,Winter2018,11834,DSB 106,F,2018-01-05T18:30:00,2018-01-05T21:30:00
28,Winter2018,11834,DSB 106,M,2018-01-08T18:30:00,2018-01-08T21:30:00
29,Winter2018,11834,DSB 106,T,2018-01-09T18:30:00,2018-01-09T21:30:00
30,Winter2018,11834,DSB 106,W,2018-01-10T18:30:00,2018-01-10T21:30:00
31,Winter2018,11834,DSB 106,R,2018-01-11T18:30:00,2018-01-11T21:30:00
32,Winter2018,11834,DSB 106,F,2018-01-12T18:30:00,2018-01-12T21:30:00
33,Winter2018,11834,DSB 106,T,2018-01-02T09:00:00,2018-01-02T17:30:00
34,Winter2018,11834,DSB 106,W,2018-01-03T09:00:00,2018-01-03T17:30:00
35,Winter2018,11834,DSB 106,R,2018-01-04T09:00:00,2018-01-04T17:30:00
36,Winter2018,11834,DSB 106,F,2018-01-05T09:00:00,2018-01-05T17:30:00
37,Winter2018,11834,DSB 106,M,2018-01-08T09:00:00,2018-01-08T17:30:00
38,Winter2018,11834,DSB 106,T,2018-01-09T09:00:00,2018-01-09T17:30:00
39,Winter2018,11834,DSB 106,W,2018-01-10T09:00:00,2018-01-10T17:30:00
40,Winter2018,11834,DSB 106,R,2018-01-11T09:00:00,2018-01-11T17:30:00
41,Winter2018,11834,DSB 106,F,2018-01-12T09:00:00,2018-01-12T17:30:00
42,Winter2018,11834,DSB 106,S,2018-01-06T09:00:00,2018-01-06T17:30:00
43,Winter2018,11834,DSB 106,S,2018-01-13T09:00:00,2018-01-13T17:30:00
44,Winter2018,11802,DSB 115,T,2018-01-02T18:00:00,2018-01-02T21:30:00
45,Winter2018,11802,DSB 115,W,2018-01-03T18:00:00,2018-01-03T21:30:00
46,Winter2018,11802,DSB 115,R,2018-01-04T18:00:00,2018-01-04T21:30:00
47,Winter2018,11802,DSB 115,M,2018-01-08T18:00:00,2018-01-08T21:30:00
48,Winter2018,11802,DSB 115,T,2018-01-09T18:00:00,2018-01-09T21:30:00
49,Winter2018,11802,DSB 115,W,2018-01-10T18:00:00,2018-01-10T21:30:00
50,Winter2018,11802,DSB 115,R,2018-01-11T18:00:00,2018-01-11T21:30:00
51,Winter2018,11802,DSB 115,T,2018-01-02T08:30:00,2018-01-02T17:30:00
52,Winter2018,11802,DSB 115,W,2018-01-03T08:30:00,2018-01-03T17:30:00
53,Winter2018,11802,DSB 115,R,2018-01-04T08:30:00,2018-01-04T17:30:00
54,Winter2018,11802,DSB 115,M,2018-01-08T08:30:00,2018-01-08T17:30:00
55,Winter2018,11802,DSB 115,T,2018-01-09T08:30:00,2018-01-09T17:30:00
56,Winter2018,11802,DSB 115,W,2018-01-10T08:30:00,2018-01-10T17:30:00
57,Winter2018,11802,DSB 115,R,2018-01-11T08:30:00,2018-01-11T17:30:00
58,Winter2018,11802,DSB 115,S,2018-01-06T08:30:00,2018-01-06T17:30:00
59,Winter2018,11802,DSB 115,S,2018-01-13T08:30:00,2018-01-13T17:30:00
60,Winter2018,11833,DSB 109,T,2018-01-02T18:00:00,2018-01-02T21:30:00
61,Winter2018,11833,DSB 109,W,2018-01-03T18:00:00,2018-01-03T21:30:00
62,Winter2018,11833,DSB 109,R,2018-01-04T18:00:00,2018-01-04T21:30:00
63,Winter2018,11833,DSB 109,F,2018-01-05T18:00:00,2018-01-05T21:30:00
64,Winter2018,11833,DSB 109,M,2018-01-08T18:00:00,2018-01-08T21:30:00
65,Winter2018,11833,DSB 109,T,2018-01-09T18:00:00,2018-01-09T21:30:00
66,Winter2018,11833,DSB 109,W,2018-01-10T18:00:00,2018-01-10T21:30:00
67,Winter2018,11833,DSB 109,R,2018-01-11T18:00:00,2018-01-11T21:30:00
