,crn,location,day,start,end
0,55230,DSB 106,M,2015-05-18T18:00:00,2015-05-18T21:30:00
1,55230,DSB 106,W,2015-05-20T18:00:00,2015-05-20T21:30:00
2,55230,DSB 106,W,2015-05-27T18:00:00,2015-05-27T21:30:00
3,55230,DSB 106,M,2015-06-01T18:00:00,2015-06-01T21:30:00
4,55230,DSB 106,W,2015-06-03T18:00:00,2015-06-03T21:30:00
5,55230,DSB 106,M,2015-06-08T18:00:00,2015-06-08T21:30:00
6,55230,DSB 106,W,2015-06-10T18:00:00,2015-06-10T21:30:00
7,55230,DSB 106,M,2015-06-15T18:00:00,2015-06-15T21:30:00
8,55230,DSB 106,W,2015-06-17T18:00:00,2015-06-17T21:30:00
9,55230,DSB 106,M,2015-06-22T18:00:00,2015-06-22T21:30:00
10,55230,DSB 106,W,2015-06-24T18:00:00,2015-06-24T21:30:00
11,55230,DSB 106,M,2015-05-18T18:00:00,2015-05-18T21:30:00
12,55230,DSB 106,W,2015-05-20T18:00:00,2015-05-20T21:30:00
13,55230,DSB 106,W,2015-05-27T18:00:00,2015-05-27T21:30:00
14,55230,DSB 106,M,2015-06-01T18:00:00,2015-06-01T21:30:00
15,55230,DSB 106,W,2015-06-03T18:00:00,2015-06-03T21:30:00
16,55230,DSB 106,M,2015-06-08T18:00:00,2015-06-08T21:30:00
17,55230,DSB 106,W,2015-06-10T18:00:00,2015-06-10T21:30:00
18,55230,DSB 106,M,2015-06-15T18:00:00,2015-06-15T21:30:00
19,55230,DSB 106,W,2015-06-17T18:00:00,2015-06-17T21:30:00
20,55230,DSB 106,M,2015-06-22T18:00:00,2015-06-22T21:30:00
21,55230,DSB 106,W,2015-06-24T18:00:00,2015-06-24T21:30:00
22,55230,DSB 106,T,2015-05-26T18:00:00,2015-05-26T21:30:00
23,55230,DSB 106,R,2015-05-28T18:00:00,2015-05-28T21:30:00
24,55231,DSB 108,W,2015-07-15T18:00:00,2015-07-15T21:30:00
25,55231,DSB 108,M,2015-07-20T18:00:00,2015-07-20T21:30:00
26,55231,DSB 108,W,2015-07-22T18:00:00,2015-07-22T21:30:00
27,55231,DSB 108,M,2015-07-27T18:00:00,2015-07-27T21:30:00
28,55231,DSB 108,W,2015-07-29T18:00:00,2015-07-29T21:30:00
29,55231,DSB 108,M,2015-08-03T18:00:00,2015-08-03T21:30:00
30,55231,DSB 108,W,2015-08-05T18:00:00,2015-08-05T21:30:00
31,55231,DSB 108,M,2015-08-10T18:00:00,2015-08-10T21:30:00
32,55231,DSB 108,W,2015-08-12T18:00:00,2015-08-12T21:30:00
33,55231,DSB 108,M,2015-08-17T18:00:00,2015-08-17T21:30:00
34,55231,DSB 108,W,2015-08-19T18:00:00,2015-08-19T21:30:00
35,55264,DSB 105,W,2015-05-20T18:15:00,2015-05-20T21:45:00
36,55264,DSB 105,W,2015-05-27T18:15:00,2015-05-27T21:45:00
37,55264,DSB 105,W,2015-06-03T18:15:00,2015-06-03T21:45:00
38,55264,DSB 105,W,2015-06-10T18:15:00,2015-06-10T21:45:00
39,55264,DSB 105,W,2015-06-17T18:15:00,2015-06-17T21:45:00
40,55264,DSB 105,W,2015-06-24T18:15:00,2015-06-24T21:45:00
41,55264,DSB 105,W,2015-07-01T18:15:00,2015-07-01T21:45:00
42,55264,DSB 2109A,W,2015-05-20T09:00:00,2015-05-20T12:30:00
43,55264,DSB 2109A,W,2015-05-27T09:00:00,2015-05-27T12:30:00
44,55264,DSB 2109A,W,2015-06-03T09:00:00,2015-06-03T12:30:00
45,55264,DSB 2109A,W,2015-06-10T09:00:00,2015-06-10T12:30:00
46,55264,DSB 2109A,W,2015-06-17T09:00:00,2015-06-17T12:30:00
47,55264,DSB 2109A,W,2015-06-24T09:00:00,2015-06-24T12:30:00
48,55264,DSB 2109A,W,2015-07-01T09:00:00,2015-07-01T12:30:00
