,crn,location,day,start,end
0,77200,DSB 110A,R,2016-09-08T11:00:00,2016-09-08T12:15:00
1,77200,DSB 110A,M,2016-09-12T11:00:00,2016-09-12T12:15:00
2,77200,DSB 110A,R,2016-09-15T11:00:00,2016-09-15T12:15:00
3,77200,DSB 110A,M,2016-09-19T11:00:00,2016-09-19T12:15:00
4,77200,DSB 110A,R,2016-09-22T11:00:00,2016-09-22T12:15:00
5,77200,DSB 110A,M,2016-09-26T11:00:00,2016-09-26T12:15:00
6,77200,DSB 110A,R,2016-09-29T11:00:00,2016-09-29T12:15:00
7,77200,DSB 110A,M,2016-10-03T11:00:00,2016-10-03T12:15:00
8,77200,DSB 110A,R,2016-10-06T11:00:00,2016-10-06T12:15:00
9,77200,DSB 110A,R,2016-10-13T11:00:00,2016-10-13T12:15:00
10,77200,DSB 110A,M,2016-10-17T11:00:00,2016-10-17T12:15:00
11,77200,DSB 110A,R,2016-10-20T11:00:00,2016-10-20T12:15:00
12,77200,DSB 110A,M,2016-10-24T11:00:00,2016-10-24T12:15:00
13,77200,DSB 110A,R,2016-10-27T11:00:00,2016-10-27T12:15:00
14,77200,DSB 110A,M,2016-10-31T11:00:00,2016-10-31T12:15:00
15,77200,DSB 110A,R,2016-11-03T11:00:00,2016-11-03T12:15:00
16,77200,DSB 110A,M,2016-11-07T11:00:00,2016-11-07T12:15:00
17,77200,DSB 110A,R,2016-11-10T11:00:00,2016-11-10T12:15:00
18,77200,DSB 110A,M,2016-11-14T11:00:00,2016-11-14T12:15:00
19,77200,DSB 110A,R,2016-11-17T11:00:00,2016-11-17T12:15:00
20,77200,DSB 110A,M,2016-11-21T11:00:00,2016-11-21T12:15:00
21,77200,DSB 110A,M,2016-11-28T11:00:00,2016-11-28T12:15:00
22,77200,DSB 110A,R,2016-12-01T11:00:00,2016-12-01T12:15:00
23,77200,DSB 110A,M,2016-12-05T11:00:00,2016-12-05T12:15:00
24,77200,DSB 110A,R,2016-12-08T11:00:00,2016-12-08T12:15:00
25,77200,DSB 110A,M,2016-12-12T11:00:00,2016-12-12T12:15:00
26,77217,DSB 110A,R,2016-09-08T12:30:00,2016-09-08T13:45:00
27,77217,DSB 110A,M,2016-09-12T12:30:00,2016-09-12T13:45:00
28,77217,DSB 110A,R,2016-09-15T12:30:00,2016-09-15T13:45:00
29,77217,DSB 110A,M,2016-09-19T12:30:00,2016-09-19T13:45:00
30,77217,DSB 110A,R,2016-09-22T12:30:00,2016-09-22T13:45:00
31,77217,DSB 110A,M,2016-09-26T12:30:00,2016-09-26T13:45:00
32,77217,DSB 110A,R,2016-09-29T12:30:00,2016-09-29T13:45:00
