,crn,location,day,start,end
0,70384,DSB 105,T,2014-09-02T08:00:00,2014-09-02T09:15:00
1,70384,DSB 105,F,2014-09-05T08:00:00,2014-09-05T09:15:00
2,70384,DSB 105,T,2014-09-09T08:00:00,2014-09-09T09:15:00
3,70384,DSB 105,F,2014-09-12T08:00:00,2014-09-12T09:15:00
4,70384,DSB 105,T,2014-09-16T08:00:00,2014-09-16T09:15:00
5,70384,DSB 105,F,2014-09-19T08:00:00,2014-09-19T09:15:00
6,70384,DSB 105,T,2014-09-23T08:00:00,2014-09-23T09:15:00
7,70384,DSB 105,F,2014-09-26T08:00:00,2014-09-26T09:15:00
8,70384,DSB 105,T,2014-09-30T08:00:00,2014-09-30T09:15:00
9,70384,DSB 105,F,2014-10-03T08:00:00,2014-10-03T09:15:00
10,70384,DSB 105,T,2014-10-07T08:00:00,2014-10-07T09:15:00
11,70384,DSB 105,F,2014-10-10T08:00:00,2014-10-10T09:15:00
12,70384,DSB 105,F,2014-10-17T08:00:00,2014-10-17T09:15:00
13,70384,DSB 105,T,2014-10-21T08:00:00,2014-10-21T09:15:00
14,70384,DSB 105,F,2014-10-24T08:00:00,2014-10-24T09:15:00
15,70384,DSB 105,T,2014-10-28T08:00:00,2014-10-28T09:15:00
16,70384,DSB 105,F,2014-10-31T08:00:00,2014-10-31T09:15:00
17,70384,DSB 105,T,2014-11-04T08:00:00,2014-11-04T09:15:00
18,70384,DSB 105,F,2014-11-07T08:00:00,2014-11-07T09:15:00
19,70384,DSB 105,T,2014-11-11T08:00:00,2014-11-11T09:15:00
20,70384,DSB 105,F,2014-11-14T08:00:00,2014-11-14T09:15:00
21,70384,DSB 105,T,2014-11-18T08:00:00,2014-11-18T09:15:00
22,70384,DSB 105,F,2014-11-21T08:00:00,2014-11-21T09:15:00
23,70384,DSB 105,T,2014-11-25T08:00:00,2014-11-25T09:15:00
24,70384,DSB 105,T,2014-12-02T08:00:00,2014-12-02T09:15:00
25,70384,DSB 105,F,2014-12-05T08:00:00,2014-12-05T09:15:00
26,70385,DSB 105,T,2014-09-02T09:30:00,2014-09-02T10:45:00
27,70385,DSB 105,F,2014-09-05T09:30:00,2014-09-05T10:45:00
28,70385,DSB 105,T,2014-09-09T09:30:00,2014-09-09T10:45:00
29,70385,DSB 105,F,2014-09-12T09:30:00,2014-09-12T10:45:00
30,70385,DSB 105,T,2014-09-16T09:30:00,2014-09-16T10:45:00
31,70385,DSB 105,F,2014-09-19T09:30:00,2014-09-19T10:45:00
32,70385,DSB 105,T,2014-09-23T09:30:00,2014-09-23T10:45:00
33,70385,DSB 105,F,2014-09-26T09:30:00,2014-09-26T10:45:00
34,70385,DSB 105,T,2014-09-30T09:30:00,2014-09-30T10:45:00
35,70385,DSB 105,F,2014-10-03T09:30:00,2014-10-03T10:45:00
36,70385,DSB 105,T,2014-10-07T09:30:00,2014-10-07T10:45:00
37,70385,DSB 105,F,2014-10-10T09:30:00,2014-10-10T10:45:00
38,70385,DSB 105,F,2014-10-17T09:30:00,2014-10-17T10:45:00
39,70385,DSB 105,T,2014-10-21T09:30:00,2014-10-21T10:45:00
40,70385,DSB 105,F,2014-10-24T09:30:00,2014-10-24T10:45:00
41,70385,DSB 105,T,2014-10-28T09:30:00,2014-10-28T10:45:00
42,70385,DSB 105,F,2014-10-31T09:30:00,2014-10-31T10:45:00
43,70385,DSB 105,T,2014-11-04T09:30:00,2014-11-04T10:45:00
44,70385,DSB 105,F,2014-11-07T09:30:00,2014-11-07T10:45:00
