,term,crn,catalog_id,section,credits,title,meetings,timecodes,primary_instructor,cap,act,rem
102,Spring2017,32891,AH 0121,01,3.000,Celtic and Early Irish Art,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/17-05/02', 'location': 'BLM LL105'}]",['TF 0930am-1045am 01/17-05/02 BLM LL105'],Marice E.  Rose,24,23,1
103,Spring2017,32892,AH 0152,01,3.000,Modern Art,"[{'days': 'R', 'times': '0500pm-0730pm', 'dates': '01/17-05/02', 'location': 'CNS 6'}]",['R 0500pm-0730pm 01/17-05/02 CNS 6'],Danielle C.  Ogden,25,20,5
104,Spring2017,32461,AH 0310,01,1.000-3.000,Internship,[],[],Marice E.  Rose,0,3,-3
105,Spring2017,31184,AH 0330,01,3.000,Senior Capstone Seminar,"[{'days': 'W', 'times': '1100am-0130pm', 'dates': '01/17-05/02', 'location': 'BLM LL105'}]",['W 1100am-0130pm 01/17-05/02 BLM LL105'],Linda   Wolk-Simon,10,4,6
106,Spring2017,32485,AH 0330A,01,3.000,Senior Capstone Seminar,"[{'days': 'W', 'times': '1100am-0130pm', 'dates': '01/17-05/02', 'location': 'BLM LL105'}]",['W 1100am-0130pm 01/17-05/02 BLM LL105'],Linda   Wolk-Simon,5,2,3
107,Spring2017,32874,AN 0310,01,3.000,Asian Studies Seminar,[],[],Ive E.  Covaci,3,1,2
108,Spring2017,32748,BEN 0300,01,4.000,Biomedical Instrumentation,"[{'days': 'MR', 'times': '1230pm-0245pm', 'dates': '01/17-05/02', 'location': 'BNW 133'}]",['MR 1230pm-0245pm 01/17-05/02 BNW 133'],Susan L.  Freudzon,12,6,6
109,Spring2017,32750,BEN 0333,01,3.000,Biomedical Visualization,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/17-05/02', 'location': 'BNW 341'}]",['M 0630pm-0900pm 01/17-05/02 BNW 341'],Mirco   Speretta,6,6,0
110,Spring2017,31044,BI 0016,01,3.000,Fundamentals of Biology II,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '01/17-05/02', 'location': 'BNW 137'}]",['MR 0330pm-0445pm 01/17-05/02 BNW 137'],Bridget M.  Fine,24,24,0
111,Spring2017,32676,BI 0016,02,3.000,Fundamentals of Biology II,"[{'days': 'TR', 'times': '0500pm-0615pm', 'dates': '01/17-05/02', 'location': 'BNW 334'}]",['TR 0500pm-0615pm 01/17-05/02 BNW 334'],Mary W.  Clark,24,23,1
112,Spring2017,31239,BI 0018,01,3.000,Human Biology: Form and Function,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/17-05/02', 'location': 'BNW 332'}]",['MR 0930am-1045am 01/17-05/02 BNW 332'],Indrani   Dutta,24,24,0
113,Spring2017,31720,BI 0018,02,3.000,Human Biology: Form and Function,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/17-05/02', 'location': 'BNW 332'}]",['MR 1100am-1215pm 01/17-05/02 BNW 332'],Indrani   Dutta,24,24,0
114,Spring2017,32677,BI 0018,03,3.000,Human Biology: Form and Function,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/17-05/02', 'location': 'BNW 256'}]",['MR 0200pm-0315pm 01/17-05/02 BNW 256'],Eugenia T.  Zavras,24,23,1
115,Spring2017,33039,BI 0070,OL1,3.000,"Science, Technology, and Society",[],[],Debra S.  Sauer,20,18,2
116,Spring2017,32111,BI 0071,01,3.000,Identity and the Human Genome,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/17-05/02', 'location': 'BNW 332'}]",['TF 0930am-1045am 01/17-05/02 BNW 332'],Olivia T.  Harriott,24,24,0
117,Spring2017,32112,BI 0071,02,3.000,Identity and the Human Genome,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '01/17-05/02', 'location': 'BNW 332'}]",['TF 1100am-1215pm 01/17-05/02 BNW 332'],Olivia T.  Harriott,24,23,1
118,Spring2017,31385,BI 0074,01,3.000,Biology of Food,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/17-05/02', 'location': 'BNW 332'}]",['TF 1230pm-0145pm 01/17-05/02 BNW 332'],Jennifer L.  Klug,24,23,1
