,term,crn,catalog_id,section,credits,title,meetings,timecodes,primary_instructor,cap,act,rem
337,Spring2017,31101,EC 0012,04,3.000,Introduction to Macroeconomics,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/17-05/02', 'location': 'CNS 203'}]",['TF 1230pm-0145pm 01/17-05/02 CNS 203'],Kathryn A.  Nantz,24,22,2
338,Spring2017,31170,EC 0012,05,3.000,Introduction to Macroeconomics,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '01/17-05/02', 'location': 'CNS 306'}]",['MR 0330pm-0445pm 01/17-05/02 CNS 306'],Todd P.  Martin,24,23,1
339,Spring2017,31204,EC 0012,06,3.000,Introduction to Macroeconomics,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/17-05/02', 'location': 'CNS 306'}]",['MR 0200pm-0315pm 01/17-05/02 CNS 306'],Todd P.  Martin,24,22,2
340,Spring2017,31299,EC 0012,07,3.000,Introduction to Macroeconomics,"[{'days': 'TF', 'times': '0330pm-0445pm', 'dates': '01/17-05/02', 'location': 'CNS 101'}]",['TF 0330pm-0445pm 01/17-05/02 CNS 101'],Todd P.  Martin,24,7,17
341,Spring2017,31337,EC 0012,08,3.000,Introduction to Macroeconomics,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '01/17-05/02', 'location': 'CNS 101'}]",['TF 0200pm-0315pm 01/17-05/02 CNS 101'],Todd P.  Martin,24,21,3
342,Spring2017,31338,EC 0012,09,3.000,Introduction to Macroeconomics,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/17-05/02', 'location': 'CNS 209'}]",['MR 0930am-1045am 01/17-05/02 CNS 209'],Mark S.  Leclair,24,24,0
343,Spring2017,31417,EC 0012,10,3.000,Introduction to Macroeconomics,"[{'days': 'MR', 'times': '0800am-0915am', 'dates': '01/17-05/02', 'location': 'CNS 303'}]",['MR 0800am-0915am 01/17-05/02 CNS 303'],Helena K.  Keefe,24,22,2
344,Spring2017,31620,EC 0012,11,3.000,Introduction to Macroeconomics,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/17-05/02', 'location': 'CNS 301'}]",['MR 0200pm-0315pm 01/17-05/02 CNS 301'],Helena K.  Keefe,24,25,-1
345,Spring2017,31621,EC 0012,12,3.000,Introduction to Macroeconomics,"[{'days': 'W', 'times': '0630pm-0900pm', 'dates': '01/17-05/02', 'location': 'CNS 6'}]",['W 0630pm-0900pm 01/17-05/02 CNS 6'],Mark S.  Leclair,24,22,2
346,Spring2017,31775,EC 0012,13,3.000,Introduction to Macroeconomics,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/17-05/02', 'location': 'DMH 148'}]",['MR 0930am-1045am 01/17-05/02 DMH 148'],Gerald A.  McCloghry,24,26,-2
347,Spring2017,31776,EC 0012,14,3.000,Introduction to Macroeconomics,"[{'days': 'MR', 'times': '0800am-0915am', 'dates': '01/17-05/02', 'location': 'CNS 15'}]",['MR 0800am-0915am 01/17-05/02 CNS 15'],Philip J.  Lane,24,20,4
348,Spring2017,31777,EC 0012,15,3.000,Introduction to Macroeconomics,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '01/17-05/02', 'location': 'CNS 304'}]",['MR 1230pm-0145pm 01/17-05/02 CNS 304'],Helena K.  Keefe,24,23,1
349,Spring2017,31778,EC 0012,16,3.000,Introduction to Macroeconomics,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/17-05/02', 'location': 'CNS 303'}]",['MR 0930am-1045am 01/17-05/02 CNS 303'],Helena K.  Keefe,24,25,-1
350,Spring2017,31958,EC 0012,17,3.000,Introduction to Macroeconomics,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/17-05/02', 'location': 'CNS 15'}]",['MR 0930am-1045am 01/17-05/02 CNS 15'],Philip J.  Lane,24,23,1
351,Spring2017,31959,EC 0012,18,3.000,Introduction to Macroeconomics,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '01/17-05/02', 'location': 'MCA 206'}]",['TF 1100am-1215pm 01/17-05/02 MCA 206'],Dina   Franceschi,24,22,2
352,Spring2017,32848,EC 0012,19,3.000,Introduction to Macroeconomics,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '01/17-05/02', 'location': 'BNW 138'}]",['TF 0200pm-0315pm 01/17-05/02 BNW 138'],Anna-Maria   Aksan,24,24,0
353,Spring2017,32849,EC 0012,20,3.000,Introduction to Macroeconomics,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/17-05/02', 'location': 'CNS 108'}]",['MR 1100am-1215pm 01/17-05/02 CNS 108'],William F.  Vasquez Mazariegos,24,22,2
354,Spring2017,32850,EC 0012,21,3.000,Introduction to Macroeconomics,"[{'days': 'MR', 'times': '1230pm-0120pm', 'dates': '01/17-05/02', 'location': 'CNS 6'}, {'days': 'W', 'times': '1200pm-1250pm', 'dates': '01/17-05/02', 'location': 'CNS 6'}]","['MR 1230pm-0120pm 01/17-05/02 CNS 6', 'W 1200pm-1250pm 01/17-05/02 CNS 6']",Mark S.  Leclair,24,27,-3
355,Spring2017,32851,EC 0012,OL1,3.000,Introduction to Macroeconomics,[],[],William F.  Vasquez Mazariegos,20,9,11
356,Spring2017,32852,EC 0120,01,3.000,Environmental Economics,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/17-05/02', 'location': 'MCA 206'}]",['TF 1230pm-0145pm 01/17-05/02 MCA 206'],Dina   Franceschi,25,24,1
357,Spring2017,31984,EC 0150,01,3.000,Media Economics,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '01/17-05/02', 'location': 'CNS 203'}]",['MR 1230pm-0145pm 01/17-05/02 CNS 203'],Randall S.  Hiller,25,22,3
358,Spring2017,32171,EC 0150,02,3.000,Media Economics,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '01/17-05/02', 'location': 'CNS 104'}]",['MR 0330pm-0445pm 01/17-05/02 CNS 104'],Randall S.  Hiller,25,14,11
359,Spring2017,32853,EC 0152,01,3.000,Economics of Sport,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '01/17-05/02', 'location': 'DMH 149'}]",['TF 1100am-1215pm 01/17-05/02 DMH 149'],Thomas Joseph  Murray,25,27,-2
360,Spring2017,32854,EC 0152,02,3.000,Economics of Sport,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '01/17-05/02', 'location': 'CNS 208'}]",['TF 0200pm-0315pm 01/17-05/02 CNS 208'],Thomas Joseph  Murray,25,24,1
361,Spring2017,31026,EC 0205,01,3.000,Intermediate Macroeconomic Theory,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/17-05/02', 'location': 'DMH 350'}]",['TF 0930am-1045am 01/17-05/02 DMH 350'],Hedieh   Shadmani,20,13,7
362,Spring2017,31149,EC 0205,02,3.000,Intermediate Macroeconomic Theory,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '01/17-05/02', 'location': 'DMH 350'}]",['TF 1100am-1215pm 01/17-05/02 DMH 350'],Hedieh   Shadmani,20,17,3
363,Spring2017,31418,EC 0205L,01,1.000,Intermediate Macroeconomic Theory Lab,"[{'days': 'T', 'times': '0200pm-0250pm', 'dates': '01/17-05/02', 'location': 'DMH 241'}]",['T 0200pm-0250pm 01/17-05/02 DMH 241'],Hedieh   Shadmani,15,7,8
364,Spring2017,32175,EC 0231,01,3.000,International Trade,"[{'days': 'MWR', 'times': '0200pm-0250pm', 'dates': '01/17-05/02', 'location': 'DMH 349'}]",['MWR 0200pm-0250pm 01/17-05/02 DMH 349'],Mark S.  Leclair,25,21,4
365,Spring2017,32855,EC 0235,01,3.000,Economic Development of Third World Nations,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/17-05/02', 'location': 'CNS 108'}]",['MR 0930am-1045am 01/17-05/02 CNS 108'],William F.  Vasquez Mazariegos,25,20,5
366,Spring2017,33030,EC 0278L,01,1.000,Economic Statistics Lab,[],[],William F.  Vasquez Mazariegos,0,1,-1
367,Spring2017,33069,EC 0298,ML,3.000,Independent Study,[],[],Mark S.  Leclair,0,1,-1
368,Spring2017,33036,EC 0298,PL,3.000,Independent Study,[],[],Philip J.  Lane,0,1,-1
369,Spring2017,33010,EC 0298,TM,3.000,Independent Study,[],[],Thomas Joseph  Murray,0,1,-1
370,Spring2017,33019,EC 0298,WVM,3.000,Independent Study,[],[],William F.  Vasquez Mazariegos,0,1,-1
371,Spring2017,32521,EC 0299,01,3.000/4.000,Internship,[],[],Philip J.  Lane,0,3,-3
372,Spring2017,31956,EC 0320,01,3.000,Financial Markets and Institutions,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '01/17-05/02', 'location': 'LYL 227B'}]",['MR 1230pm-0145pm 01/17-05/02 LYL 227B'],Philip J.  Lane,24,12,12
373,Spring2017,31027,EC 0380,01,3.000,Econometrics,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/17-05/02', 'location': 'BNW 335'}]",['TF 0930am-1045am 01/17-05/02 BNW 335'],Anna-Maria   Aksan,25,14,11
374,Spring2017,32856,EC 0397,01,3.000,Microeconomics Seminar,[],[],Randall S.  Hiller,15,5,10
375,Spring2017,31348,ED 0200,01,3.000,"Explorations in Education: Introduction to Teaching, Learning, and Schooling","[{'days': 'W', 'times': '0800am-1030am', 'dates': '01/17-05/02', 'location': 'CNS 9'}]",['W 0800am-1030am 01/17-05/02 CNS 9'],Patricia E.  Calderwood,21,20,1
376,Spring2017,31205,ED 0241,01,3.000,Educational Psychology,"[{'days': 'T', 'times': '0500pm-0730pm', 'dates': '01/17-05/12', 'location': 'CNS 204'}]",['T 0500pm-0730pm 01/17-05/12 CNS 204'],Barbara Lynn  Welles,18,16,2
377,Spring2017,32007,ED 0241,02,3.000,Educational Psychology,"[{'days': 'M', 'times': '0800am-1030am', 'dates': '01/17-05/02', 'location': 'CNS 202'}]",['M 0800am-1030am 01/17-05/02 CNS 202'],Barbara Lynn  Welles,18,18,0
378,Spring2017,31028,ED 0329,01,3.000,Philosophy of Education: An Introduction,"[{'days': 'W', 'times': '1100am-0130pm', 'dates': '01/17-05/02', 'location': 'CNS 9'}]",['W 1100am-0130pm 01/17-05/02 CNS 9'],Bryan R.  Crandall,20,16,4
379,Spring2017,31131,ED 0350,01,3.000,Special Learners in the Mainstream,"[{'days': 'W', 'times': '0430pm-0700pm', 'dates': '01/17-05/02', 'location': 'CNS 10'}]",['W 0430pm-0700pm 01/17-05/02 CNS 10'],Amy Danielle  Glazer,22,21,1
380,Spring2017,31945,ED 0401,01,1.000,K-12 Teaching Internship Seminar for Initital Certification Candidates,"[{'days': 'R', 'times': '0400pm-0445pm', 'dates': '01/19-01/19', 'location': 'CNS 5'}, {'days': 'R', 'times': '0400pm-0445pm', 'dates': '02/16-02/16', 'location': 'CNS 5'}, {'days': 'R', 'times': '0400pm-0445pm', 'dates': '03/09-03/09', 'location': 'CNS 5'}, {'days': 'R', 'times': '0400pm-0445pm', 'dates': '04/06-04/06', 'location': 'CNS 5'}, {'days': 'R', 'times': '0400pm-0445pm', 'dates': '05/04-05/04', 'location': 'CNS 5'}]","['R 0400pm-0445pm 01/19-01/19 CNS 5', 'R 0400pm-0445pm 02/16-02/16 CNS 5', 'R 0400pm-0445pm 03/09-03/09 CNS 5', 'R 0400pm-0445pm 04/06-04/06 CNS 5', 'R 0400pm-0445pm 05/04-05/04 CNS 5']",Sarah-Jane   Henry,0,9,-9
381,Spring2017,32484,ED 0401,02,1.000,K-12 Teaching Internship Seminar for Initital Certification Candidates,"[{'days': 'R', 'times': '0400pm-0445pm', 'dates': '01/19-01/19', 'location': 'CNS 204'}, {'days': 'R', 'times': '0400pm-0445pm', 'dates': '02/16-02/16', 'location': 'CNS 204'}, {'days': 'R', 'times': '0400pm-0445pm', 'dates': '03/09-03/09', 'location': 'CNS 204'}, {'days': 'R', 'times': '0400pm-0445pm', 'dates': '04/06-04/06', 'location': 'CNS 204'}, {'days': 'R', 'times': '0400pm-0445pm', 'dates': '05/04-05/04', 'location': 'CNS 204'}]","['R 0400pm-0445pm 01/19-01/19 CNS 204', 'R 0400pm-0445pm 02/16-02/16 CNS 204', 'R 0400pm-0445pm 03/09-03/09 CNS 204', 'R 0400pm-0445pm 04/06-04/06 CNS 204', 'R 0400pm-0445pm 05/04-05/04 CNS 204']",Alyssa Goulian  Stack,0,9,-9
382,Spring2017,31064,ED 0429,01,3.000,Philosophical Foundations of Education,"[{'days': 'R', 'times': '0455pm-0900pm', 'dates': '03/20-05/12', 'location': 'CNS 203'}]",['R 0455pm-0900pm 03/20-05/12 CNS 203'],Wendy R.  Kohli,18,18,0
383,Spring2017,31819,ED 0431,01,3.000,Extending Literacy in the Elementary School: Grades 3-6,"[{'days': 'R', 'times': '0100pm-0300pm', 'dates': '01/17-05/12', 'location': 'DLH 107'}]",['R 0100pm-0300pm 01/17-05/12 DLH 107'],Ryan P.  Colwell,18,16,2
384,Spring2017,32949,ED 0431,02,3.000,Extending Literacy in the Elementary School: Grades 3-6,"[{'days': 'R', 'times': '0455pm-0655pm', 'dates': '01/17-05/12', 'location': 'CNS 9'}]",['R 0455pm-0655pm 01/17-05/12 CNS 9'],Ryan P.  Colwell,18,15,3
385,Spring2017,32342,ED 0442,01,3.000,Educational Psychology,"[{'days': 'M', 'times': '0455pm-0655pm', 'dates': '01/17-05/12', 'location': 'CNS 203'}]",['M 0455pm-0655pm 01/17-05/12 CNS 203'],Claudia Schwarz  Wolen,18,13,5
386,Spring2017,31939,ED 0459,01,3.000,Developmental Reading in the Secondary School,"[{'days': 'T', 'times': '0455pm-0655pm', 'dates': '01/17-05/12', 'location': 'CNS 306'}]",['T 0455pm-0655pm 01/17-05/12 CNS 306'],Bryan R.  Crandall,18,13,5
387,Spring2017,32950,ED 0499,01,3.000,Introduction to Educational Research,"[{'days': 'M', 'times': '0455pm-0655pm', 'dates': '01/23-01/30', 'location': 'CNS 204'}, {'days': 'M', 'times': '0455pm-0655pm', 'dates': '02/27-02/27', 'location': 'CNS 204'}, {'days': 'M', 'times': '0455pm-0655pm', 'dates': '04/03-04/03', 'location': 'CNS 204'}, {'days': 'M', 'times': '0455pm-0655pm', 'dates': '05/01-05/01', 'location': 'CNS 204'}]","['M 0455pm-0655pm 01/23-01/30 CNS 204', 'M 0455pm-0655pm 02/27-02/27 CNS 204', 'M 0455pm-0655pm 04/03-04/03 CNS 204', 'M 0455pm-0655pm 05/01-05/01 CNS 204']",Barbara Lynn  Welles,18,16,2
388,Spring2017,32971,ED 0511,01,3.000,Educating for Social Responsibility and Civic Engagement: A Capstone Seminar,"[{'days': 'T', 'times': '0455pm-0655pm', 'dates': '01/17-05/12', 'location': 'CNS 103'}]",['T 0455pm-0655pm 01/17-05/12 CNS 103'],Patricia E.  Calderwood,8,5,3
389,Spring2017,32015,ED 0579,01,3.000,Directed Observations for Secondary DSAP Candidates: Part I,[],[],Bernadine   Krawczyk,1,1,0
390,Spring2017,33041,ED 0579,02,3.000,Directed Observations for Secondary DSAP Candidates: Part I,[],[],Bridget M.  Fine,1,1,0
391,Spring2017,32016,ED 0580,01,3.000,Directed Observations for Secondary DSAP Candidates: Part II,[],[],Hildegard H.  Szokol,1,1,0
392,Spring2017,31085,ED 0581,01,6.000,Directed Observation and Supervised Student Teaching: Secondary English,[],[],Pattie Richter  Hunt,6,4,2
393,Spring2017,31304,ED 0581,02,6.000,Directed Observation and Supervised Student Teaching: Secondary English,[],[],Jean E.  Gaumer,6,3,3
394,Spring2017,31305,ED 0581,03,6.000,Directed Observation and Supervised Student Teaching: Secondary Social Studies,[],[],James C.  McLaughlin,6,5,1
395,Spring2017,31660,ED 0581,04,6.000,Directed Observation and Supervised Student Teaching: Secondary Science,[],[],Bridget M.  Fine,6,2,4
396,Spring2017,32951,ED 0581,06,6.000,Directed Observation and Supervised Student Teaching: Secondary Mathematics,[],[],Bernadine   Krawczyk,5,4,1
397,Spring2017,33028,ED 0581,08,6.000,DirObs&SupervStuTch: Sec SocSt,[],[],Frances A.  Calzetta,1,1,0
398,Spring2017,31120,ED 0583,01,6.000,Elementary Student Teaching: Immersion in a Community of Practice,[],[],Sarah F  Dzilinski,0,5,-5
399,Spring2017,31661,ED 0583,02,6.000,Elementary Student Teaching: Immersion in a Community of Practice,[],[],Barbara W.  Friedman,0,6,-6
400,Spring2017,31121,ED 0584,01,3.000,Reflective Practice Seminar: Elementary Education,"[{'days': 'M', 'times': '0455pm-0655pm', 'dates': '01/17-05/12', 'location': 'CNS 9'}]",['M 0455pm-0655pm 01/17-05/12 CNS 9'],Ryan P.  Colwell,12,11,1
401,Spring2017,31306,ED 0589,01,3.000,English Seminar,"[{'days': 'M', 'times': '0455pm-0655pm', 'dates': '01/17-05/12', 'location': 'CNS 101'}]",['M 0455pm-0655pm 01/17-05/12 CNS 101'],Emily R.  Smith,18,7,11
402,Spring2017,32983,ED 0590,01,3.000,Reflective Research Practicum in Teaching,[],[],Patricia E.  Calderwood,8,7,1
403,Spring2017,32953,ED 0591,01,3.000,Mathematics Seminar,"[{'days': 'M', 'times': '0455pm-0655pm', 'dates': '01/17-05/12', 'location': 'CNS 209'}]",['M 0455pm-0655pm 01/17-05/12 CNS 209'],Bernadine   Krawczyk,18,5,13
404,Spring2017,31662,ED 0592,01,3.000,Science Seminar,"[{'days': 'M', 'times': '0455pm-0655pm', 'dates': '01/17-05/12', 'location': 'CNS 108'}]",['M 0455pm-0655pm 01/17-05/12 CNS 108'],Bridget M.  Fine,18,3,15
405,Spring2017,31307,ED 0594,01,3.000,Social Studies/History Seminar,"[{'days': 'M', 'times': '0455pm-0655pm', 'dates': '01/17-05/12', 'location': 'CNS 104'}]",['M 0455pm-0655pm 01/17-05/12 CNS 104'],James C.  McLaughlin,18,6,12
406,Spring2017,33064,ED 0595,JMT,3.000,Independent Study,[],[],Jule J.  McCombes-Tolis,0,0,0
407,Spring2017,31481,MD 0099,01,0.000,Comprehensive Exam,[],[],Joshua C.  Elliott,1,1,0
408,Spring2017,31482,MD 0099,02,0.000,Comprehensive Exam,[],[],Joshua C.  Elliott,1,1,0
409,Spring2017,31066,MD 0400,OL1,3.000,Introduction to Educational Technology,[],[],Jay L.  Rozgonyi,18,19,-1
410,Spring2017,32972,MD 0401F,OL1,3.000,Special Topics: Capstone Experience in Educational Technology,[],[],Joshua C.  Elliott,15,4,11
411,Spring2017,31674,MD 0403B,OL1,3.000,The School Library II,[],[],Patrick Michael  Egan,18,6,12
412,Spring2017,31861,MD 0405,OL1,3.000,Management of School Library Resources for Teaching and Learning,[],[],Molly S.  Goldreich,18,6,12
413,Spring2017,32962,MD 0460,OL1,3.000,Principles of Instructional Development,[],[],Joshua C.  Elliott,18,5,13
414,Spring2017,32963,MD 0470,OL1,3.000,Designing for Online Instruction,[],[],Joshua C.  Elliott,18,6,12
415,Spring2017,32503,MD 0580,01,3.000,Directed Observation II for Library Media Specialist DSAP Candidates,[],[],Joshua C.  Elliott,1,1,0
416,Spring2017,32753,ECE 0433,01,3.000,Biomedical Visualization,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/17-05/02', 'location': 'BNW 341'}]",['M 0630pm-0900pm 01/17-05/02 BNW 341'],Mirco   Speretta,8,5,3
417,Spring2017,31768,ECE 0460,01,3.000,Network Programming,"[{'days': 'W', 'times': '1100am-0130pm', 'dates': '01/17-05/02', 'location': 'MCA 112'}]",['W 1100am-0130pm 01/17-05/02 MCA 112'],Douglas A.  Lyon,10,13,-3
418,Spring2017,32235,ECE 0479,01,3.000,Communication Systems,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/17-05/02', 'location': 'BNW 124'}]",['TF 1230pm-0145pm 01/17-05/02 BNW 124'],Jeffrey N.  Denenberg,13,14,-1
419,Spring2017,32755,ECE 0496,01,3.000,Fault Analysis in Power Systems,"[{'days': 'W', 'times': '0630pm-0900pm', 'dates': '01/17-05/02', 'location': 'BNW GR22'}]",['W 0630pm-0900pm 01/17-05/02 BNW GR22'],Pradeep   Govil,15,9,6
420,Spring2017,32985,ECE 0510L,01,1.000,Product Design Laboratory,"[{'days': 'T', 'times': '0300pm-0500pm', 'dates': '01/17-05/02', 'location': 'BNW 133'}]",['T 0300pm-0500pm 01/17-05/02 BNW 133'],James P.  Cavallo,15,9,6
421,Spring2017,32756,ECE 0550,01,3.000,Thesis I,[],[],Ryan A.  Munden,0,1,-1
422,Spring2017,32463,ECE 0551,01,3.000,Thesis II,[],[],Amalia I.  Rusu,0,1,-1
423,Spring2017,32986,ECE 0551,02,3.000,Thesis II,[],[],Uma   Balaji,0,1,-1
424,Spring2017,31238,EE 0221,01,3.000,Frequency Domain Circuit Analysis,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/17-05/02', 'location': 'BNW 253'}]",['MR 0930am-1045am 01/17-05/02 BNW 253'],Jeffrey N.  Denenberg,15,12,3
425,Spring2017,32240,EE 0379,01,3.000,Communication Systems,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/17-05/02', 'location': 'BNW 124'}]",['TF 1230pm-0145pm 01/17-05/02 BNW 124'],Jeffrey N.  Denenberg,5,2,3
426,Spring2017,32758,EE 0386,01,3.000,Fault Analysis in Power Systems,"[{'days': 'W', 'times': '0630pm-0900pm', 'dates': '01/17-05/02', 'location': 'BNW GR22'}]",['W 0630pm-0900pm 01/17-05/02 BNW GR22'],Pradeep   Govil,5,4,1
427,Spring2017,32759,EG 0060,01,3.000,STEM of Guitar,"[{'days': 'TF', 'times': '1230pm-0230pm', 'dates': '01/17-05/02', 'location': 'BNW 136'}]",['TF 1230pm-0230pm 01/17-05/02 BNW 136'],Ryan A.  Munden,10,10,0
428,Spring2017,32760,EG 0130,01,3.000,Engineering Graphics I,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '01/17-05/02', 'location': 'BNW 166'}]",['TF 1100am-1215pm 01/17-05/02 BNW 166'],Donald V.  Schaer,22,24,-2
429,Spring2017,32761,EG 0130,02,3.000,Engineering Graphics I,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/17-05/02', 'location': 'BNW 166'}]",['TF 1230pm-0145pm 01/17-05/02 BNW 166'],Donald V.  Schaer,22,20,2
430,Spring2017,32762,EG 0130,03,3.000,Engineering Graphics I,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '01/17-05/02', 'location': 'BNW 166'}]",['TF 0200pm-0315pm 01/17-05/02 BNW 166'],Donald V.  Schaer,22,16,6
431,Spring2017,31646,EG 0145,01,3.000,Mathematical Analysis,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/17-05/02', 'location': 'BNW 124'}]",['MR 0930am-1045am 01/17-05/02 BNW 124'],Djedjiga   Belfadel,21,21,0
432,Spring2017,31647,EG 0145,02,3.000,Mathematical Analysis,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/17-05/02', 'location': 'SON 214'}]",['MR 1100am-1215pm 01/17-05/02 SON 214'],Djedjiga   Belfadel,21,21,0
433,Spring2017,32431,EG 0145,03,3.000,Mathematical Analysis,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/17-05/02', 'location': 'CNS 9'}]",['MR 0200pm-0315pm 01/17-05/02 CNS 9'],Djedjiga   Belfadel,21,21,0
434,Spring2017,32763,EG 0145P,01,0.000,Mathematical Analysis PLG,"[{'days': 'M', 'times': '0630pm-0800pm', 'dates': '01/17-05/02', 'location': 'BNW 133'}]",['M 0630pm-0800pm 01/17-05/02 BNW 133'],Djedjiga   Belfadel,21,25,-4
435,Spring2017,32764,EG 0145P,02,0.000,Mathematical Analysis PLG,"[{'days': 'W', 'times': '0930am-1055am', 'dates': '01/17-05/02', 'location': 'BNW 133'}]",['W 0930am-1055am 01/17-05/02 BNW 133'],Djedjiga   Belfadel,21,17,4
436,Spring2017,32765,EG 0145P,03,0.000,Mathematical Analysis PLG,"[{'days': 'W', 'times': '0230pm-0400pm', 'dates': '01/17-05/02', 'location': 'BNW 128'}]",['W 0230pm-0400pm 01/17-05/02 BNW 128'],Djedjiga   Belfadel,21,20,1
437,Spring2017,32766,EG 0260,01,3.000,Robots,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/17-05/02', 'location': 'BNW 138'}]",['TF 0930am-1045am 01/17-05/02 BNW 138'],Ryan A.  Munden,15,13,2
438,Spring2017,32767,EG 0300,01,3.000,Feedback Control Systems,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '01/17-05/02', 'location': 'BNW 341'}]",['MR 0330pm-0445pm 01/17-05/02 BNW 341'],Jeffrey N.  Denenberg,7,6,1
439,Spring2017,32768,EG 0305,01,3.000,Design of Mechatronics Systems,"[{'days': 'W', 'times': '0630pm-0900pm', 'dates': '01/17-05/02', 'location': 'BNW 133'}]",['W 0630pm-0900pm 01/17-05/02 BNW 133'],Andrew   Judge,5,8,-3
440,Spring2017,31933,EG 0391,01,3.000,Senior Design Project II,"[{'days': 'TR', 'times': '0500pm-0615pm', 'dates': '01/17-05/02', 'location': 'SON 203'}]",['TR 0500pm-0615pm 01/17-05/02 SON 203'],Adrian S.  Rusu-Sprincenatu,40,38,2
441,Spring2017,33003,EG 0399,JD,4.000,Independent Study: Analog Electronics Design & Lab,[],[],Jeffrey N.  Denenberg,0,2,-2
442,Spring2017,31751,EN 0011,01,3.000,Texts and Contexts I: Writing as Craft and Inquiry,"[{'days': 'MW', 'times': '0500pm-0615pm', 'dates': '01/17-05/02', 'location': 'CNS 2'}]",['MW 0500pm-0615pm 01/17-05/02 CNS 2'],Timothy   Smith,19,19,0
443,Spring2017,31001,EN 0012,01,3.000,Texts and Contexts II: Writing About Literature,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '01/17-05/02', 'location': 'DMH 349'}]",['MR 1230pm-0145pm 01/17-05/02 DMH 349'],Matthew R.  Tullis,19,18,1
444,Spring2017,31002,EN 0012,02,3.000,Texts and Contexts II: Writing About Literature,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/17-05/02', 'location': 'CNS 101'}]",['TF 0930am-1045am 01/17-05/02 CNS 101'],Elizabeth A.  Hilts,19,19,0
445,Spring2017,31003,EN 0012,03,3.000,Texts and Contexts II: Writing About Literature,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '01/17-05/02', 'location': 'CNS 209'}]",['TF 0200pm-0315pm 01/17-05/02 CNS 209'],Lindsay K.  Ferrara,19,19,0
446,Spring2017,31004,EN 0012,04,3.000,Texts and Contexts II: Writing About Literature,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/17-05/02', 'location': 'DMH 331'}]",['MR 0200pm-0315pm 01/17-05/02 DMH 331'],Timothy   Smith,19,19,0
447,Spring2017,31005,EN 0012,05,3.000,Texts and Contexts II: Writing About Literature,"[{'days': 'MW', 'times': '0630pm-0745pm', 'dates': '01/17-05/02', 'location': 'BNW 139'}]",['MW 0630pm-0745pm 01/17-05/02 BNW 139'],Lizzie   Louis,19,18,1
448,Spring2017,31006,EN 0012,06,3.000,Texts and Contexts II: Writing About Literature,"[{'days': 'MR', 'times': '0800am-0915am', 'dates': '01/17-05/02', 'location': 'CNS 306'}]",['MR 0800am-0915am 01/17-05/02 CNS 306'],Rebecca Louise  Dimyan,19,19,0
449,Spring2017,31007,EN 0012,07,3.000,Texts and Contexts II: Writing About Literature,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '01/17-05/02', 'location': 'CNS 303'}]",['MR 1230pm-0145pm 01/17-05/02 CNS 303'],Christopher Grant  Madden,19,19,0
