,crn,location,day,start,end
0,75222,DSB 112,R,2015-09-03T14:00:00,2015-09-03T15:15:00
1,75222,DSB 112,M,2015-09-07T14:00:00,2015-09-07T15:15:00
2,75222,DSB 112,R,2015-09-10T14:00:00,2015-09-10T15:15:00
3,75222,DSB 112,M,2015-09-14T14:00:00,2015-09-14T15:15:00
4,75222,DSB 112,R,2015-09-17T14:00:00,2015-09-17T15:15:00
5,75222,DSB 112,M,2015-09-21T14:00:00,2015-09-21T15:15:00
6,75222,DSB 112,R,2015-09-24T14:00:00,2015-09-24T15:15:00
7,75222,DSB 112,M,2015-09-28T14:00:00,2015-09-28T15:15:00
8,75222,DSB 112,R,2015-10-01T14:00:00,2015-10-01T15:15:00
9,75222,DSB 112,M,2015-10-05T14:00:00,2015-10-05T15:15:00
10,75222,DSB 112,R,2015-10-08T14:00:00,2015-10-08T15:15:00
11,75222,DSB 112,R,2015-10-15T14:00:00,2015-10-15T15:15:00
12,75222,DSB 112,M,2015-10-19T14:00:00,2015-10-19T15:15:00
13,75222,DSB 112,R,2015-10-22T14:00:00,2015-10-22T15:15:00
14,75222,DSB 112,M,2015-10-26T14:00:00,2015-10-26T15:15:00
15,75222,DSB 112,R,2015-10-29T14:00:00,2015-10-29T15:15:00
16,75222,DSB 112,M,2015-11-02T14:00:00,2015-11-02T15:15:00
17,75222,DSB 112,R,2015-11-05T14:00:00,2015-11-05T15:15:00
18,75222,DSB 112,M,2015-11-09T14:00:00,2015-11-09T15:15:00
19,75222,DSB 112,R,2015-11-12T14:00:00,2015-11-12T15:15:00
20,75222,DSB 112,M,2015-11-16T14:00:00,2015-11-16T15:15:00
21,75222,DSB 112,R,2015-11-19T14:00:00,2015-11-19T15:15:00
22,75222,DSB 112,M,2015-11-23T14:00:00,2015-11-23T15:15:00
23,75222,DSB 112,M,2015-11-30T14:00:00,2015-11-30T15:15:00
24,75222,DSB 112,R,2015-12-03T14:00:00,2015-12-03T15:15:00
25,75222,DSB 112,M,2015-12-07T14:00:00,2015-12-07T15:15:00
26,75240,DSB 112,R,2015-09-03T15:30:00,2015-09-03T16:45:00
27,75240,DSB 112,M,2015-09-07T15:30:00,2015-09-07T16:45:00
28,75240,DSB 112,R,2015-09-10T15:30:00,2015-09-10T16:45:00
29,75240,DSB 112,M,2015-09-14T15:30:00,2015-09-14T16:45:00
30,75240,DSB 112,R,2015-09-17T15:30:00,2015-09-17T16:45:00
31,75240,DSB 112,M,2015-09-21T15:30:00,2015-09-21T16:45:00
32,75240,DSB 112,R,2015-09-24T15:30:00,2015-09-24T16:45:00
33,75240,DSB 112,M,2015-09-28T15:30:00,2015-09-28T16:45:00
34,75240,DSB 112,R,2015-10-01T15:30:00,2015-10-01T16:45:00
35,75240,DSB 112,M,2015-10-05T15:30:00,2015-10-05T16:45:00
36,75240,DSB 112,R,2015-10-08T15:30:00,2015-10-08T16:45:00
37,75240,DSB 112,R,2015-10-15T15:30:00,2015-10-15T16:45:00
38,75240,DSB 112,M,2015-10-19T15:30:00,2015-10-19T16:45:00
39,75240,DSB 112,R,2015-10-22T15:30:00,2015-10-22T16:45:00
40,75240,DSB 112,M,2015-10-26T15:30:00,2015-10-26T16:45:00
41,75240,DSB 112,R,2015-10-29T15:30:00,2015-10-29T16:45:00
42,75240,DSB 112,M,2015-11-02T15:30:00,2015-11-02T16:45:00
43,75240,DSB 112,R,2015-11-05T15:30:00,2015-11-05T16:45:00
44,75240,DSB 112,M,2015-11-09T15:30:00,2015-11-09T16:45:00
45,75240,DSB 112,R,2015-11-12T15:30:00,2015-11-12T16:45:00
46,75240,DSB 112,M,2015-11-16T15:30:00,2015-11-16T16:45:00
47,75240,DSB 112,R,2015-11-19T15:30:00,2015-11-19T16:45:00
48,75240,DSB 112,M,2015-11-23T15:30:00,2015-11-23T16:45:00
49,75240,DSB 112,M,2015-11-30T15:30:00,2015-11-30T16:45:00
50,75240,DSB 112,R,2015-12-03T15:30:00,2015-12-03T16:45:00
51,75240,DSB 112,M,2015-12-07T15:30:00,2015-12-07T16:45:00
52,75241,DSB 115,T,2015-09-01T14:00:00,2015-09-01T15:15:00
53,75241,DSB 115,F,2015-09-04T14:00:00,2015-09-04T15:15:00
54,75241,DSB 115,T,2015-09-08T14:00:00,2015-09-08T15:15:00
55,75241,DSB 115,F,2015-09-11T14:00:00,2015-09-11T15:15:00
56,75241,DSB 115,T,2015-09-15T14:00:00,2015-09-15T15:15:00
57,75241,DSB 115,F,2015-09-18T14:00:00,2015-09-18T15:15:00
58,75241,DSB 115,T,2015-09-22T14:00:00,2015-09-22T15:15:00
59,75241,DSB 115,F,2015-09-25T14:00:00,2015-09-25T15:15:00
60,75241,DSB 115,T,2015-09-29T14:00:00,2015-09-29T15:15:00
61,75241,DSB 115,F,2015-10-02T14:00:00,2015-10-02T15:15:00
62,75241,DSB 115,T,2015-10-06T14:00:00,2015-10-06T15:15:00
63,75241,DSB 115,F,2015-10-09T14:00:00,2015-10-09T15:15:00
64,75241,DSB 115,F,2015-10-16T14:00:00,2015-10-16T15:15:00
65,75241,DSB 115,T,2015-10-20T14:00:00,2015-10-20T15:15:00
66,75241,DSB 115,F,2015-10-23T14:00:00,2015-10-23T15:15:00
67,75241,DSB 115,T,2015-10-27T14:00:00,2015-10-27T15:15:00
68,75241,DSB 115,F,2015-10-30T14:00:00,2015-10-30T15:15:00
69,75241,DSB 115,T,2015-11-03T14:00:00,2015-11-03T15:15:00
70,75241,DSB 115,F,2015-11-06T14:00:00,2015-11-06T15:15:00
71,75241,DSB 115,T,2015-11-10T14:00:00,2015-11-10T15:15:00
72,75241,DSB 115,F,2015-11-13T14:00:00,2015-11-13T15:15:00
73,75241,DSB 115,T,2015-11-17T14:00:00,2015-11-17T15:15:00
74,75241,DSB 115,F,2015-11-20T14:00:00,2015-11-20T15:15:00
75,75241,DSB 115,T,2015-11-24T14:00:00,2015-11-24T15:15:00
76,75241,DSB 115,T,2015-12-01T14:00:00,2015-12-01T15:15:00
77,75241,DSB 115,F,2015-12-04T14:00:00,2015-12-04T15:15:00
78,75243,DSB 111,T,2015-09-01T08:00:00,2015-09-01T09:15:00
79,75243,DSB 111,F,2015-09-04T08:00:00,2015-09-04T09:15:00
80,75243,DSB 111,T,2015-09-08T08:00:00,2015-09-08T09:15:00
81,75243,DSB 111,F,2015-09-11T08:00:00,2015-09-11T09:15:00
82,75243,DSB 111,T,2015-09-15T08:00:00,2015-09-15T09:15:00
83,75243,DSB 111,F,2015-09-18T08:00:00,2015-09-18T09:15:00
84,75243,DSB 111,T,2015-09-22T08:00:00,2015-09-22T09:15:00
85,75243,DSB 111,F,2015-09-25T08:00:00,2015-09-25T09:15:00
86,75243,DSB 111,T,2015-09-29T08:00:00,2015-09-29T09:15:00
87,75243,DSB 111,F,2015-10-02T08:00:00,2015-10-02T09:15:00
88,75243,DSB 111,T,2015-10-06T08:00:00,2015-10-06T09:15:00
89,75243,DSB 111,F,2015-10-09T08:00:00,2015-10-09T09:15:00
90,75243,DSB 111,F,2015-10-16T08:00:00,2015-10-16T09:15:00
91,75243,DSB 111,T,2015-10-20T08:00:00,2015-10-20T09:15:00
92,75243,DSB 111,F,2015-10-23T08:00:00,2015-10-23T09:15:00
93,75243,DSB 111,T,2015-10-27T08:00:00,2015-10-27T09:15:00
94,75243,DSB 111,F,2015-10-30T08:00:00,2015-10-30T09:15:00
95,75243,DSB 111,T,2015-11-03T08:00:00,2015-11-03T09:15:00
96,75243,DSB 111,F,2015-11-06T08:00:00,2015-11-06T09:15:00
97,75243,DSB 111,T,2015-11-10T08:00:00,2015-11-10T09:15:00
98,75243,DSB 111,F,2015-11-13T08:00:00,2015-11-13T09:15:00
99,75243,DSB 111,T,2015-11-17T08:00:00,2015-11-17T09:15:00
100,75243,DSB 111,F,2015-11-20T08:00:00,2015-11-20T09:15:00
101,75243,DSB 111,T,2015-11-24T08:00:00,2015-11-24T09:15:00
102,75243,DSB 111,T,2015-12-01T08:00:00,2015-12-01T09:15:00
103,75243,DSB 111,F,2015-12-04T08:00:00,2015-12-04T09:15:00
104,75244,DSB 111,T,2015-09-01T09:30:00,2015-09-01T10:45:00
105,75244,DSB 111,F,2015-09-04T09:30:00,2015-09-04T10:45:00
106,75244,DSB 111,T,2015-09-08T09:30:00,2015-09-08T10:45:00
107,75244,DSB 111,F,2015-09-11T09:30:00,2015-09-11T10:45:00
108,75244,DSB 111,T,2015-09-15T09:30:00,2015-09-15T10:45:00
109,75244,DSB 111,F,2015-09-18T09:30:00,2015-09-18T10:45:00
110,75244,DSB 111,T,2015-09-22T09:30:00,2015-09-22T10:45:00
111,75244,DSB 111,F,2015-09-25T09:30:00,2015-09-25T10:45:00
112,75244,DSB 111,T,2015-09-29T09:30:00,2015-09-29T10:45:00
113,75244,DSB 111,F,2015-10-02T09:30:00,2015-10-02T10:45:00
114,75244,DSB 111,T,2015-10-06T09:30:00,2015-10-06T10:45:00
115,75244,DSB 111,F,2015-10-09T09:30:00,2015-10-09T10:45:00
116,75244,DSB 111,F,2015-10-16T09:30:00,2015-10-16T10:45:00
117,75244,DSB 111,T,2015-10-20T09:30:00,2015-10-20T10:45:00
118,75244,DSB 111,F,2015-10-23T09:30:00,2015-10-23T10:45:00
119,75244,DSB 111,T,2015-10-27T09:30:00,2015-10-27T10:45:00
120,75244,DSB 111,F,2015-10-30T09:30:00,2015-10-30T10:45:00
121,75244,DSB 111,T,2015-11-03T09:30:00,2015-11-03T10:45:00
122,75244,DSB 111,F,2015-11-06T09:30:00,2015-11-06T10:45:00
123,75244,DSB 111,T,2015-11-10T09:30:00,2015-11-10T10:45:00
124,75244,DSB 111,F,2015-11-13T09:30:00,2015-11-13T10:45:00
125,75244,DSB 111,T,2015-11-17T09:30:00,2015-11-17T10:45:00
126,75244,DSB 111,F,2015-11-20T09:30:00,2015-11-20T10:45:00
127,75244,DSB 111,T,2015-11-24T09:30:00,2015-11-24T10:45:00
128,75244,DSB 111,T,2015-12-01T09:30:00,2015-12-01T10:45:00
129,75244,DSB 111,F,2015-12-04T09:30:00,2015-12-04T10:45:00
130,75242,DSB 111,R,2015-09-03T09:30:00,2015-09-03T10:45:00
131,75242,DSB 111,M,2015-09-07T09:30:00,2015-09-07T10:45:00
132,75242,DSB 111,R,2015-09-10T09:30:00,2015-09-10T10:45:00
133,75242,DSB 111,M,2015-09-14T09:30:00,2015-09-14T10:45:00
134,75242,DSB 111,R,2015-09-17T09:30:00,2015-09-17T10:45:00
135,75242,DSB 111,M,2015-09-21T09:30:00,2015-09-21T10:45:00
136,75242,DSB 111,R,2015-09-24T09:30:00,2015-09-24T10:45:00
137,75242,DSB 111,M,2015-09-28T09:30:00,2015-09-28T10:45:00
138,75242,DSB 111,R,2015-10-01T09:30:00,2015-10-01T10:45:00
139,75242,DSB 111,M,2015-10-05T09:30:00,2015-10-05T10:45:00
140,75242,DSB 111,R,2015-10-08T09:30:00,2015-10-08T10:45:00
141,75242,DSB 111,R,2015-10-15T09:30:00,2015-10-15T10:45:00
142,75242,DSB 111,M,2015-10-19T09:30:00,2015-10-19T10:45:00
143,75242,DSB 111,R,2015-10-22T09:30:00,2015-10-22T10:45:00
144,75242,DSB 111,M,2015-10-26T09:30:00,2015-10-26T10:45:00
145,75242,DSB 111,R,2015-10-29T09:30:00,2015-10-29T10:45:00
146,75242,DSB 111,M,2015-11-02T09:30:00,2015-11-02T10:45:00
147,75242,DSB 111,R,2015-11-05T09:30:00,2015-11-05T10:45:00
148,75242,DSB 111,M,2015-11-09T09:30:00,2015-11-09T10:45:00
149,75242,DSB 111,R,2015-11-12T09:30:00,2015-11-12T10:45:00
150,75242,DSB 111,M,2015-11-16T09:30:00,2015-11-16T10:45:00
151,75242,DSB 111,R,2015-11-19T09:30:00,2015-11-19T10:45:00
152,75242,DSB 111,M,2015-11-23T09:30:00,2015-11-23T10:45:00
153,75242,DSB 111,M,2015-11-30T09:30:00,2015-11-30T10:45:00
154,75242,DSB 111,R,2015-12-03T09:30:00,2015-12-03T10:45:00
155,75242,DSB 111,M,2015-12-07T09:30:00,2015-12-07T10:45:00
156,75461,DSB 111,T,2015-09-01T12:30:00,2015-09-01T13:45:00
157,75461,DSB 111,F,2015-09-04T12:30:00,2015-09-04T13:45:00
158,75461,DSB 111,T,2015-09-08T12:30:00,2015-09-08T13:45:00
159,75461,DSB 111,F,2015-09-11T12:30:00,2015-09-11T13:45:00
160,75461,DSB 111,T,2015-09-15T12:30:00,2015-09-15T13:45:00
161,75461,DSB 111,F,2015-09-18T12:30:00,2015-09-18T13:45:00
162,75461,DSB 111,T,2015-09-22T12:30:00,2015-09-22T13:45:00
163,75461,DSB 111,F,2015-09-25T12:30:00,2015-09-25T13:45:00
164,75461,DSB 111,T,2015-09-29T12:30:00,2015-09-29T13:45:00
165,75461,DSB 111,F,2015-10-02T12:30:00,2015-10-02T13:45:00
166,75461,DSB 111,T,2015-10-06T12:30:00,2015-10-06T13:45:00
167,75461,DSB 111,F,2015-10-09T12:30:00,2015-10-09T13:45:00
168,75461,DSB 111,F,2015-10-16T12:30:00,2015-10-16T13:45:00
169,75461,DSB 111,T,2015-10-20T12:30:00,2015-10-20T13:45:00
170,75461,DSB 111,F,2015-10-23T12:30:00,2015-10-23T13:45:00
171,75461,DSB 111,T,2015-10-27T12:30:00,2015-10-27T13:45:00
172,75461,DSB 111,F,2015-10-30T12:30:00,2015-10-30T13:45:00
173,75461,DSB 111,T,2015-11-03T12:30:00,2015-11-03T13:45:00
174,75461,DSB 111,F,2015-11-06T12:30:00,2015-11-06T13:45:00
175,75461,DSB 111,T,2015-11-10T12:30:00,2015-11-10T13:45:00
176,75461,DSB 111,F,2015-11-13T12:30:00,2015-11-13T13:45:00
177,75461,DSB 111,T,2015-11-17T12:30:00,2015-11-17T13:45:00
178,75461,DSB 111,F,2015-11-20T12:30:00,2015-11-20T13:45:00
179,75461,DSB 111,T,2015-11-24T12:30:00,2015-11-24T13:45:00
180,75461,DSB 111,T,2015-12-01T12:30:00,2015-12-01T13:45:00
181,75461,DSB 111,F,2015-12-04T12:30:00,2015-12-04T13:45:00
182,75484,DSB 111,T,2015-09-01T15:30:00,2015-09-01T16:45:00
183,75484,DSB 111,F,2015-09-04T15:30:00,2015-09-04T16:45:00
184,75484,DSB 111,T,2015-09-08T15:30:00,2015-09-08T16:45:00
185,75484,DSB 111,F,2015-09-11T15:30:00,2015-09-11T16:45:00
186,75484,DSB 111,T,2015-09-15T15:30:00,2015-09-15T16:45:00
187,75484,DSB 111,F,2015-09-18T15:30:00,2015-09-18T16:45:00
188,75484,DSB 111,T,2015-09-22T15:30:00,2015-09-22T16:45:00
189,75484,DSB 111,F,2015-09-25T15:30:00,2015-09-25T16:45:00
190,75484,DSB 111,T,2015-09-29T15:30:00,2015-09-29T16:45:00
191,75484,DSB 111,F,2015-10-02T15:30:00,2015-10-02T16:45:00
192,75484,DSB 111,T,2015-10-06T15:30:00,2015-10-06T16:45:00
193,75484,DSB 111,F,2015-10-09T15:30:00,2015-10-09T16:45:00
194,75484,DSB 111,F,2015-10-16T15:30:00,2015-10-16T16:45:00
195,75484,DSB 111,T,2015-10-20T15:30:00,2015-10-20T16:45:00
196,75484,DSB 111,F,2015-10-23T15:30:00,2015-10-23T16:45:00
197,75484,DSB 111,T,2015-10-27T15:30:00,2015-10-27T16:45:00
198,75484,DSB 111,F,2015-10-30T15:30:00,2015-10-30T16:45:00
199,75484,DSB 111,T,2015-11-03T15:30:00,2015-11-03T16:45:00
200,75484,DSB 111,F,2015-11-06T15:30:00,2015-11-06T16:45:00
201,75484,DSB 111,T,2015-11-10T15:30:00,2015-11-10T16:45:00
202,75484,DSB 111,F,2015-11-13T15:30:00,2015-11-13T16:45:00
203,75484,DSB 111,T,2015-11-17T15:30:00,2015-11-17T16:45:00
204,75484,DSB 111,F,2015-11-20T15:30:00,2015-11-20T16:45:00
205,75484,DSB 111,T,2015-11-24T15:30:00,2015-11-24T16:45:00
206,75484,DSB 111,T,2015-12-01T15:30:00,2015-12-01T16:45:00
207,75484,DSB 111,F,2015-12-04T15:30:00,2015-12-04T16:45:00
208,75729,DSB 105,T,2015-09-01T11:00:00,2015-09-01T12:15:00
209,75729,DSB 105,F,2015-09-04T11:00:00,2015-09-04T12:15:00
210,75729,DSB 105,T,2015-09-08T11:00:00,2015-09-08T12:15:00
211,75729,DSB 105,F,2015-09-11T11:00:00,2015-09-11T12:15:00
212,75729,DSB 105,T,2015-09-15T11:00:00,2015-09-15T12:15:00
213,75729,DSB 105,F,2015-09-18T11:00:00,2015-09-18T12:15:00
214,75729,DSB 105,T,2015-09-22T11:00:00,2015-09-22T12:15:00
215,75729,DSB 105,F,2015-09-25T11:00:00,2015-09-25T12:15:00
216,75729,DSB 105,T,2015-09-29T11:00:00,2015-09-29T12:15:00
217,75729,DSB 105,F,2015-10-02T11:00:00,2015-10-02T12:15:00
218,75729,DSB 105,T,2015-10-06T11:00:00,2015-10-06T12:15:00
219,75729,DSB 105,F,2015-10-09T11:00:00,2015-10-09T12:15:00
220,75729,DSB 105,F,2015-10-16T11:00:00,2015-10-16T12:15:00
221,75729,DSB 105,T,2015-10-20T11:00:00,2015-10-20T12:15:00
222,75729,DSB 105,F,2015-10-23T11:00:00,2015-10-23T12:15:00
223,75729,DSB 105,T,2015-10-27T11:00:00,2015-10-27T12:15:00
224,75729,DSB 105,F,2015-10-30T11:00:00,2015-10-30T12:15:00
225,75729,DSB 105,T,2015-11-03T11:00:00,2015-11-03T12:15:00
226,75729,DSB 105,F,2015-11-06T11:00:00,2015-11-06T12:15:00
227,75729,DSB 105,T,2015-11-10T11:00:00,2015-11-10T12:15:00
228,75729,DSB 105,F,2015-11-13T11:00:00,2015-11-13T12:15:00
229,75729,DSB 105,T,2015-11-17T11:00:00,2015-11-17T12:15:00
230,75729,DSB 105,F,2015-11-20T11:00:00,2015-11-20T12:15:00
231,75729,DSB 105,T,2015-11-24T11:00:00,2015-11-24T12:15:00
232,75729,DSB 105,T,2015-12-01T11:00:00,2015-12-01T12:15:00
233,75729,DSB 105,F,2015-12-04T11:00:00,2015-12-04T12:15:00
234,76101,DSB 105,T,2015-09-01T12:30:00,2015-09-01T13:45:00
235,76101,DSB 105,F,2015-09-04T12:30:00,2015-09-04T13:45:00
236,76101,DSB 105,T,2015-09-08T12:30:00,2015-09-08T13:45:00
237,76101,DSB 105,F,2015-09-11T12:30:00,2015-09-11T13:45:00
238,76101,DSB 105,T,2015-09-15T12:30:00,2015-09-15T13:45:00
239,76101,DSB 105,F,2015-09-18T12:30:00,2015-09-18T13:45:00
240,76101,DSB 105,T,2015-09-22T12:30:00,2015-09-22T13:45:00
241,76101,DSB 105,F,2015-09-25T12:30:00,2015-09-25T13:45:00
242,76101,DSB 105,T,2015-09-29T12:30:00,2015-09-29T13:45:00
243,76101,DSB 105,F,2015-10-02T12:30:00,2015-10-02T13:45:00
244,76101,DSB 105,T,2015-10-06T12:30:00,2015-10-06T13:45:00
245,76101,DSB 105,F,2015-10-09T12:30:00,2015-10-09T13:45:00
246,76101,DSB 105,F,2015-10-16T12:30:00,2015-10-16T13:45:00
247,76101,DSB 105,T,2015-10-20T12:30:00,2015-10-20T13:45:00
248,76101,DSB 105,F,2015-10-23T12:30:00,2015-10-23T13:45:00
249,76101,DSB 105,T,2015-10-27T12:30:00,2015-10-27T13:45:00
250,76101,DSB 105,F,2015-10-30T12:30:00,2015-10-30T13:45:00
251,76101,DSB 105,T,2015-11-03T12:30:00,2015-11-03T13:45:00
252,76101,DSB 105,F,2015-11-06T12:30:00,2015-11-06T13:45:00
253,76101,DSB 105,T,2015-11-10T12:30:00,2015-11-10T13:45:00
254,76101,DSB 105,F,2015-11-13T12:30:00,2015-11-13T13:45:00
255,76101,DSB 105,T,2015-11-17T12:30:00,2015-11-17T13:45:00
256,76101,DSB 105,F,2015-11-20T12:30:00,2015-11-20T13:45:00
257,76101,DSB 105,T,2015-11-24T12:30:00,2015-11-24T13:45:00
258,76101,DSB 105,T,2015-12-01T12:30:00,2015-12-01T13:45:00
259,76101,DSB 105,F,2015-12-04T12:30:00,2015-12-04T13:45:00
260,76102,DSB 110B,W,2015-09-02T17:00:00,2015-09-02T18:15:00
261,76102,DSB 110B,M,2015-09-07T17:00:00,2015-09-07T18:15:00
262,76102,DSB 110B,W,2015-09-09T17:00:00,2015-09-09T18:15:00
263,76102,DSB 110B,M,2015-09-14T17:00:00,2015-09-14T18:15:00
264,76102,DSB 110B,W,2015-09-16T17:00:00,2015-09-16T18:15:00
265,76102,DSB 110B,M,2015-09-21T17:00:00,2015-09-21T18:15:00
266,76102,DSB 110B,W,2015-09-23T17:00:00,2015-09-23T18:15:00
267,76102,DSB 110B,M,2015-09-28T17:00:00,2015-09-28T18:15:00
268,76102,DSB 110B,W,2015-09-30T17:00:00,2015-09-30T18:15:00
269,76102,DSB 110B,M,2015-10-05T17:00:00,2015-10-05T18:15:00
270,76102,DSB 110B,W,2015-10-07T17:00:00,2015-10-07T18:15:00
271,76102,DSB 110B,W,2015-10-14T17:00:00,2015-10-14T18:15:00
